,county,county_ascii,county_full,county_fips,state_id,state_name,lat,lng,population
0,Los Angeles,Los Angeles,Los Angeles County,6037,CA,California,34.3219,-118.2247,9936690
1,Cook,Cook,Cook County,17031,IL,Illinois,41.8401,-87.8168,5225367
2,Harris,Harris,Harris County,48201,TX,Texas,29.8578,-95.3938,4726177
3,Maricopa,Maricopa,Maricopa County,4013,AZ,Arizona,33.349,-112.4915,4430871
4,San Diego,San Diego,San Diego County,6073,CA,California,33.0343,-116.735,3289701
5,Orange,Orange,Orange County,6059,CA,California,33.7031,-117.7609,3175227
6,Miami-Dade,Miami-Dade,Miami-Dade County,12086,FL,Florida,25.615,-80.5624,2688237
7,Kings,Kings,Kings County,36047,NY,New York,40.6413,-73.9383,2679620
8,Dallas,Dallas,Dallas County,48113,TX,Texas,32.7666,-96.7778,2604053
9,Riverside,Riverside,Riverside County,6065,CA,California,33.7436,-115.9938,2429487
10,Queens,Queens,Queens County,36081,NY,New York,40.7035,-73.8196,2360826
11,Clark,Clark,Clark County,32003,NV,Nevada,36.2152,-115.0135,2265926
12,King,King,King County,53033,WA,Washington,47.4902,-121.8052,2254371
13,San Bernardino,San Bernardino,San Bernardino County,6071,CA,California,34.8414,-116.1785,2180563
14,Tarrant,Tarrant,Tarrant County,48439,TX,Texas,32.7719,-97.2911,2113854
15,Bexar,Bexar,Bexar County,48029,TX,Texas,29.4489,-98.52,2014059
16,Broward,Broward,Broward County,12011,FL,Florida,26.1523,-80.4871,1940907
17,Santa Clara,Santa Clara,Santa Clara County,6085,CA,California,37.2318,-121.6951,1916831
18,Wayne,Wayne,Wayne County,26163,MI,Michigan,42.2822,-83.283,1781641
19,Alameda,Alameda,Alameda County,6001,CA,California,37.6469,-121.8887,1663823
20,New York,New York,New York County,36061,NY,New York,40.7792,-73.9668,1645867
21,Middlesex,Middlesex,Middlesex County,25017,MA,Massachusetts,42.4856,-71.3918,1623109
22,Philadelphia,Philadelphia,Philadelphia County,42101,PA,Pennsylvania,40.0077,-75.1339,1593208
23,Sacramento,Sacramento,Sacramento County,6067,CA,California,38.4493,-121.3443,1579211
24,Suffolk,Suffolk,Suffolk County,36103,NY,New York,40.8681,-72.8456,1524486
25,Palm Beach,Palm Beach,Palm Beach County,12099,FL,Florida,26.6476,-80.4655,1494805
26,Hillsborough,Hillsborough,Hillsborough County,12057,FL,Florida,27.9292,-82.3088,1468560
27,Bronx,Bronx,Bronx County,36005,NY,New York,40.8501,-73.8672,1443229
28,Orange,Orange,Orange County,12095,FL,Florida,28.5144,-81.3235,1427403
29,Nassau,Nassau,Nassau County,36059,NY,New York,40.7326,-73.5862,1389160
30,Franklin,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,1318149
31,Travis,Travis,Travis County,48453,TX,Texas,30.3344,-97.782,1289054
32,Oakland,Oakland,Oakland County,26125,MI,Michigan,42.6604,-83.3858,1272264
33,Hennepin,Hennepin,Hennepin County,27053,MN,Minnesota,45.0046,-93.477,1270787
34,Cuyahoga,Cuyahoga,Cuyahoga County,39035,OH,Ohio,41.4243,-81.6586,1256620
35,Allegheny,Allegheny,Allegheny County,42003,PA,Pennsylvania,40.4688,-79.9813,1245310
36,Salt Lake,Salt Lake,Salt Lake County,49035,UT,Utah,40.6673,-111.9236,1180643
37,Contra Costa,Contra Costa,Contra Costa County,6013,CA,California,37.9192,-121.9275,1162648
38,Fairfax,Fairfax,Fairfax County,51059,VA,Virginia,38.8368,-77.277,1145354
39,Wake,Wake,Wake County,37183,NC,North Carolina,35.7903,-78.6503,1132103
40,Mecklenburg,Mecklenburg,Mecklenburg County,37119,NC,North Carolina,35.2467,-80.8328,1115403
41,Collin,Collin,Collin County,48085,TX,Texas,33.188,-96.5724,1079153
42,Fulton,Fulton,Fulton County,13121,GA,Georgia,33.7902,-84.467,1061944
43,Montgomery,Montgomery,Montgomery County,24031,MD,Maryland,39.1363,-77.2042,1056910
44,Pima,Pima,Pima County,4019,AZ,Arizona,32.0974,-111.7899,1042393
46,Fresno,Fresno,Fresno County,6019,CA,California,36.7582,-119.6493,1008280
47,St. Louis,St. Louis,St. Louis County,29189,MO,Missouri,38.6407,-90.4434,999703
48,Westchester,Westchester,Westchester County,36119,NY,New York,41.1626,-73.7561,997904
49,Duval,Duval,Duval County,12031,FL,Florida,30.3313,-81.6715,995708
50,Capitol,Capitol,Capitol Planning Region,9110,CT,Connecticut,41.8185,-72.572,977165
51,Marion,Marion,Marion County,18097,IN,Indiana,39.7817,-86.1385,971737
52,Pinellas,Pinellas,Pinellas County,12103,FL,Florida,27.9198,-82.7255,959918
53,Gwinnett,Gwinnett,Gwinnett County,13135,GA,Georgia,33.9619,-84.0236,957977
54,Prince George's,Prince George's,Prince George's County,24033,MD,Maryland,38.8295,-76.8473,957189
55,Bergen,Bergen,Bergen County,34003,NJ,New Jersey,40.9597,-74.0742,953243
56,Erie,Erie,Erie County,36029,NY,New York,42.7639,-78.7323,951232
57,Milwaukee,Milwaukee,Milwaukee County,55079,WI,Wisconsin,43.0072,-87.9669,933063
58,DuPage,DuPage,DuPage County,17043,IL,Illinois,41.852,-88.0856,930559
59,Shelby,Shelby,Shelby County,47157,TN,Tennessee,35.1843,-89.8938,926440
60,Pierce,Pierce,Pierce County,53053,WA,Washington,47.0239,-122.104,918993
61,Denton,Denton,Denton County,48121,TX,Texas,33.2055,-97.1168,914870
62,Kern,Kern,Kern County,6029,CA,California,35.3426,-118.7301,906883
63,Macomb,Macomb,Macomb County,26099,MI,Michigan,42.6957,-82.9323,878453
64,Hidalgo,Hidalgo,Hidalgo County,48215,TX,Texas,26.3969,-98.1812,873167
65,El Paso,El Paso,El Paso County,48141,TX,Texas,31.7686,-106.2348,863832
66,Middlesex,Middlesex,Middlesex County,34023,NJ,New Jersey,40.4392,-74.4117,860147
67,Worcester,Worcester,Worcester County,25027,MA,Massachusetts,42.3514,-71.9077,858898
68,Montgomery,Montgomery,Montgomery County,42091,PA,Pennsylvania,40.2108,-75.3673,856399
69,Essex,Essex,Essex County,34013,NJ,New Jersey,40.788,-74.2481,853374
70,San Francisco,San Francisco,San Francisco County,6075,CA,California,37.7556,-122.445,851036
71,Baltimore,Baltimore,Baltimore County,24005,MD,Maryland,39.4629,-76.6395,850737
72,Ventura,Ventura,Ventura County,6111,CA,California,34.4561,-119.0836,842009
73,Fort Bend,Fort Bend,Fort Bend County,48157,TX,Texas,29.5275,-95.7709,832607
74,Snohomish,Snohomish,Snohomish County,53061,WA,Washington,48.0474,-121.6972,828337
75,Hamilton,Hamilton,Hamilton County,39061,OH,Ohio,39.1955,-84.5428,827671
76,Multnomah,Multnomah,Multnomah County,41051,OR,Oregon,45.5468,-122.4149,808098
77,Essex,Essex,Essex County,25009,MA,Massachusetts,42.6732,-70.9524,806103
78,Oklahoma,Oklahoma,Oklahoma County,40109,OK,Oklahoma,35.5515,-97.4072,795822
79,Suffolk,Suffolk,Suffolk County,25025,MA,Massachusetts,42.3329,-71.0735,785443
80,San Joaquin,San Joaquin,San Joaquin County,6077,CA,California,37.9348,-121.2714,779445
81,Jefferson,Jefferson,Jefferson County,21111,KY,Kentucky,38.1872,-85.6591,779232
82,Lee,Lee,Lee County,12071,FL,Florida,26.578,-81.8332,772902
83,Cobb,Cobb,Cobb County,13067,GA,Georgia,33.9416,-84.5767,765813
84,DeKalb,DeKalb,DeKalb County,13089,GA,Georgia,33.7716,-84.2264,761209
85,Monroe,Monroe,Monroe County,36055,NY,New York,43.1464,-77.6961,756406
86,San Mateo,San Mateo,San Mateo County,6081,CA,California,37.4228,-122.3291,754250
87,Polk,Polk,Polk County,12105,FL,Florida,27.9489,-81.6976,736229
88,El Paso,El Paso,El Paso County,8041,CO,Colorado,38.8321,-104.5254,730323
89,Norfolk,Norfolk,Norfolk County,25021,MA,Massachusetts,42.1603,-71.2118,722112
90,Jackson,Jackson,Jackson County,29095,MO,Missouri,39.0085,-94.3461,715526
91,Lake,Lake,Lake County,17097,IL,Illinois,42.3233,-88.0037,713159
92,Hudson,Hudson,Hudson County,34017,NJ,New Jersey,40.7408,-74.0751,712029
93,Denver,Denver,Denver County,8031,CO,Colorado,39.762,-104.8758,710800
94,Davidson,Davidson,Davidson County,47037,TN,Tennessee,36.1695,-86.7848,709786
95,Will,Will,Will County,17197,IL,Illinois,41.445,-87.9786,696774
96,Bernalillo,Bernalillo,Bernalillo County,35001,NM,New Mexico,35.0514,-106.6702,674692
97,Jefferson,Jefferson,Jefferson County,1073,AL,Alabama,33.5543,-86.8964,672265
98,District of Columbia,District of Columbia,District of Columbia,11001,DC,District of Columbia,38.9047,-77.0163,670587
99,Tulsa,Tulsa,Tulsa County,40143,OK,Oklahoma,36.1211,-95.9415,668923
100,Utah,Utah,Utah County,49049,UT,Utah,40.1199,-111.6702,666021
101,Providence,Providence,Providence County,44007,RI,Rhode Island,41.8721,-71.58,657984
102,Kent,Kent,Kent County,26081,MI,Michigan,43.0322,-85.5493,657321
103,Arapahoe,Arapahoe,Arapahoe County,8005,CO,Colorado,39.6498,-104.3393,654453
104,Bucks,Bucks,Bucks County,42017,PA,Pennsylvania,40.337,-75.1069,645163
105,Monmouth,Monmouth,Monmouth County,34025,NJ,New Jersey,40.26,-74.2216,643064
106,Ocean,Ocean,Ocean County,34029,NJ,New Jersey,39.8856,-74.2814,638691
107,Montgomery,Montgomery,Montgomery County,48339,TX,Texas,30.3002,-95.503,629989
108,Western Connecticut,Western Connecticut,Western Connecticut Planning Region,9190,CT,Connecticut,41.3225,-73.4475,620666
109,Williamson,Williamson,Williamson County,48491,TX,Texas,30.6475,-97.6004,617396
110,Johnson,Johnson,Johnson County,20091,KS,Kansas,38.8838,-94.8223,610742
111,Brevard,Brevard,Brevard County,12009,FL,Florida,28.2937,-80.7323,610723
112,Washington,Washington,Washington County,41067,OR,Oregon,45.5601,-123.0984,599541
113,Anne Arundel,Anne Arundel,Anne Arundel County,24003,MD,Maryland,39.0065,-76.6051,588109
114,Baltimore,Baltimore,Baltimore City,24510,MD,Maryland,39.3051,-76.6144,584548
115,Douglas,Douglas,Douglas County,31055,NE,Nebraska,41.2953,-96.1543,582638
116,Jefferson,Jefferson,Jefferson County,8059,CO,Colorado,39.5864,-105.2505,580519
117,Bristol,Bristol,Bristol County,25005,MA,Massachusetts,41.7972,-71.1145,576699
118,Delaware,Delaware,Delaware County,42045,PA,Pennsylvania,39.9167,-75.3991,575312
119,Union,Union,Union County,34039,NJ,New Jersey,40.6601,-74.31,572079
120,South Central Connecticut,South Central Connecticut,South Central Connecticut Planning Region,9170,CT,Connecticut,41.3613,-72.8445,571298
121,New Castle,New Castle,New Castle County,10003,DE,Delaware,39.5768,-75.6527,570567
122,Pasco,Pasco,Pasco County,12101,FL,Florida,28.3092,-82.392,569211
123,Dane,Dane,Dane County,55025,WI,Wisconsin,43.0673,-89.4181,559891
124,Volusia,Volusia,Volusia County,12127,FL,Florida,29.0584,-81.1819,558520
125,Lancaster,Lancaster,Lancaster County,42071,PA,Pennsylvania,40.0424,-76.2477,553202
126,Stanislaus,Stanislaus,Stanislaus County,6099,CA,California,37.5591,-120.9977,552063
127,Ramsey,Ramsey,Ramsey County,27123,MN,Minnesota,45.0171,-93.0996,547202
128,Guilford,Guilford,Guilford County,37081,NC,North Carolina,36.0795,-79.7889,539557
129,Summit,Summit,Summit County,39153,OH,Ohio,41.126,-81.5322,539361
130,Spokane,Spokane,Spokane County,53063,WA,Washington,47.6207,-117.404,538711
131,Chester,Chester,Chester County,42029,PA,Pennsylvania,39.9731,-75.7484,536474
132,Montgomery,Montgomery,Montgomery County,39113,OH,Ohio,39.7547,-84.2907,536121
133,Plymouth,Plymouth,Plymouth County,25023,MA,Massachusetts,41.9511,-70.8115,529548
134,Greenville,Greenville,Greenville County,45045,SC,South Carolina,34.8941,-82.3706,528251
135,Sedgwick,Sedgwick,Sedgwick County,20173,KS,Kansas,37.6848,-97.461,522700
136,Camden,Camden,Camden County,34007,NJ,New Jersey,39.8035,-74.9597,522581
137,Adams,Adams,Adams County,8001,CO,Colorado,39.8736,-104.3379,520149
138,Passaic,Passaic,Passaic County,34031,NJ,New Jersey,41.0344,-74.3009,519986
139,Kane,Kane,Kane County,17089,IL,Illinois,41.9388,-88.4286,517254
140,Morris,Morris,Morris County,34027,NJ,New Jersey,40.862,-74.5445,508816
141,Clark,Clark,Clark County,53011,WA,Washington,45.7792,-122.4825,504091
142,Lake,Lake,Lake County,18089,IN,Indiana,41.4167,-87.3821,497682
143,Ada,Ada,Ada County,16001,ID,Idaho,43.4511,-116.2412,497494
144,Polk,Polk,Polk County,19153,IA,Iowa,41.6854,-93.5734,493378
145,Richmond,Richmond,Richmond County,36085,NY,New York,40.5808,-74.1531,492925
146,Sonoma,Sonoma,Sonoma County,6097,CA,California,38.529,-122.8882,488436
147,Washoe,Washoe,Washoe County,32031,NV,Nevada,40.6655,-119.6643,486674
148,Knox,Knox,Knox County,47093,TN,Tennessee,35.9932,-83.9371,481406
149,Prince William,Prince William,Prince William County,51153,VA,Virginia,38.7029,-77.4809,481114
150,Tulare,Tulare,Tulare County,6107,CA,California,36.2202,-118.8005,473446
151,Onondaga,Onondaga,Onondaga County,36067,NY,New York,43.0058,-76.1946,472637
152,Seminole,Seminole,Seminole County,12117,FL,Florida,28.717,-81.2363,471321
153,Hampden,Hampden,Hampden County,25013,MA,Massachusetts,42.1351,-72.6316,464575
154,Burlington,Burlington,Burlington County,34005,NJ,New Jersey,39.8777,-74.6681,461853
155,Virginia Beach,Virginia Beach,Virginia Beach City,51810,VA,Virginia,36.7335,-76.0435,457900
156,York,York,York County,42133,PA,Pennsylvania,39.92,-76.7265,457051
157,East Baton Rouge,East Baton Rouge,East Baton Rouge Parish,22033,LA,Louisiana,30.5383,-91.0956,454369
158,Naugatuck Valley,Naugatuck Valley,Naugatuck Valley Planning Region,9140,CT,Connecticut,41.5231,-73.086,451887
159,Solano,Solano,Solano County,6095,CA,California,38.27,-121.9328,450995
160,Santa Barbara,Santa Barbara,Santa Barbara County,6083,CA,California,34.6729,-120.0169,445213
161,Sarasota,Sarasota,Sarasota County,12115,FL,Florida,27.1845,-82.3315,439392
162,Dakota,Dakota,Dakota County,27037,MN,Minnesota,44.6719,-93.0654,439179
163,Monterey,Monterey,Monterey County,6053,CA,California,36.2171,-121.2388,437609
164,Jefferson,Jefferson,Jefferson Parish,22051,LA,Louisiana,29.7882,-90.1276,436171
165,Pinal,Pinal,Pinal County,4021,AZ,Arizona,32.9044,-111.3448,433338
166,Lucas,Lucas,Lucas County,39095,OH,Ohio,41.6197,-83.6589,430014
167,Berks,Berks,Berks County,42011,PA,Pennsylvania,40.4163,-75.926,428483
168,Hillsborough,Hillsborough,Hillsborough County,33011,NH,New Hampshire,42.9153,-71.7161,422733
169,Cameron,Cameron,Cameron County,48061,TX,Texas,26.1332,-97.5186,421854
170,Clackamas,Clackamas,Clackamas County,41005,OR,Oregon,45.188,-122.2208,420925
171,Loudoun,Loudoun,Loudoun County,51107,VA,Virginia,39.0907,-77.6357,420773
172,Richland,Richland,Richland County,45079,SC,South Carolina,34.0218,-80.9031,416161
173,Mobile,Mobile,Mobile County,1097,AL,Alabama,30.7877,-88.2058,413878
174,Charleston,Charleston,Charleston County,45019,SC,South Carolina,32.8348,-79.953,409840
175,Waukesha,Waukesha,Waukesha County,55133,WI,Wisconsin,43.0182,-88.3045,407290
176,Placer,Placer,Placer County,6061,CA,California,39.0634,-120.7177,406608
177,St. Charles,St. Charles,St. Charles County,29183,MO,Missouri,38.782,-90.6749,406262
178,Genesee,Genesee,Genesee County,26049,MI,Michigan,43.0217,-83.7067,405280
179,Manatee,Manatee,Manatee County,12081,FL,Florida,27.4719,-82.3153,405069
180,Orange,Orange,Orange County,36071,NY,New York,41.4022,-74.3056,401237
181,Pulaski,Pulaski,Pulaski County,5119,AR,Arkansas,34.77,-92.312,398322
182,Osceola,Osceola,Osceola County,12097,FL,Florida,28.0626,-81.1495,393745
183,Madison,Madison,Madison County,1089,AL,Alabama,34.7631,-86.5502,389781
184,Butler,Butler,Butler County,39017,OH,Ohio,39.4386,-84.5756,388327
185,Lake,Lake,Lake County,12069,FL,Florida,28.7615,-81.7113,386829
186,Allen,Allen,Allen County,18003,IN,Indiana,41.0909,-85.0665,385456
187,Forsyth,Forsyth,Forsyth County,37067,NC,North Carolina,36.1306,-80.2563,383739
188,Mercer,Mercer,Mercer County,34021,NJ,New Jersey,40.2834,-74.7018,383732
189,Lane,Lane,Lane County,41039,OR,Oregon,43.9387,-122.8479,382218
190,Orleans,Orleans,Orleans Parish,22071,LA,Louisiana,30.0687,-89.9289,380408
191,Collier,Collier,Collier County,12021,FL,Florida,26.1108,-81.3474,380221
192,Marion,Marion,Marion County,12083,FL,Florida,29.2102,-82.0567,378225
193,Brazoria,Brazoria,Brazoria County,48039,TX,Texas,29.1898,-95.4521,374600
194,Stark,Stark,Stark County,39151,OH,Ohio,40.8139,-81.3656,374199
195,Lehigh,Lehigh,Lehigh County,42077,PA,Pennsylvania,40.6127,-75.5923,374110
196,Bell,Bell,Bell County,48027,TX,Texas,31.0373,-97.4788,372821
197,Washtenaw,Washtenaw,Washtenaw County,26161,MI,Michigan,42.2532,-83.8388,370231
198,Hamilton,Hamilton,Hamilton County,47065,TN,Tennessee,35.1808,-85.1648,367193
199,Chesterfield,Chesterfield,Chesterfield County,51041,VA,Virginia,37.3785,-77.587,366019
200,Anoka,Anoka,Anoka County,27003,MN,Minnesota,45.2733,-93.2465,363985
201,Davis,Davis,Davis County,49011,UT,Utah,40.99,-112.1115,363032
202,Douglas,Douglas,Douglas County,8035,CO,Colorado,39.3298,-104.9293,360206
203,Larimer,Larimer,Larimer County,8069,CO,Colorado,40.6664,-105.4611,359363
204,Horry,Horry,Horry County,45051,SC,South Carolina,33.9216,-78.9969,356578
205,Westmoreland,Westmoreland,Westmoreland County,42129,PA,Pennsylvania,40.3109,-79.4668,354414
206,Nueces,Nueces,Nueces County,48355,TX,Texas,27.7254,-97.6134,353245
207,Galveston,Galveston,Galveston County,48167,TX,Texas,29.3944,-94.9642,350801
208,Hamilton,Hamilton,Hamilton County,18057,IN,Indiana,40.0725,-86.052,349527
209,Marion,Marion,Marion County,41047,OR,Oregon,44.9033,-122.5846,345815
210,Somerset,Somerset,Somerset County,34035,NJ,New Jersey,40.5635,-74.6164,344978
211,Rutherford,Rutherford,Rutherford County,47149,TN,Tennessee,35.8427,-86.4167,343727
212,Rockland,Rockland,Rockland County,36087,NY,New York,41.1525,-74.0242,337326
213,Cumberland,Cumberland,Cumberland County,37051,NC,North Carolina,35.0487,-78.8277,335207
214,St. Lucie,St. Lucie,St. Lucie County,12111,FL,Florida,27.3773,-80.4721,334682
215,Henrico,Henrico,Henrico County,51087,VA,Virginia,37.538,-77.4059,333120
216,Howard,Howard,Howard County,24027,MD,Maryland,39.2507,-76.9312,332011
217,Weld,Weld,Weld County,8123,CO,Colorado,40.5548,-104.3925,331466
218,Spartanburg,Spartanburg,Spartanburg County,45083,SC,South Carolina,34.9309,-81.9908,330119
219,Boulder,Boulder,Boulder County,8013,CO,Colorado,40.0925,-105.3577,328658
220,Greater Bridgeport,Greater Bridgeport,Greater Bridgeport Planning Region,9120,CT,Connecticut,41.2428,-73.2314,326381
221,Luzerne,Luzerne,Luzerne County,42079,PA,Pennsylvania,41.177,-75.9892,325396
222,Durham,Durham,Durham County,37063,NC,North Carolina,36.036,-78.8766,325101
223,Lancaster,Lancaster,Lancaster County,31109,NE,Nebraska,40.7842,-96.6878,322063
224,Escambia,Escambia,Escambia County,12033,FL,Florida,30.669,-87.363,321296
225,Fayette,Fayette,Fayette County,21067,KY,Kentucky,38.0423,-84.4587,321276
226,Rockingham,Rockingham,Rockingham County,33015,NH,New Hampshire,42.9876,-71.1254,315169
227,Albany,Albany,Albany County,36001,NY,New York,42.6002,-73.9736,315041
228,Northampton,Northampton,Northampton County,42095,PA,Pennsylvania,40.7542,-75.3076,314299
229,Lorain,Lorain,Lorain County,39093,OH,Ohio,41.2956,-82.151,313101
230,Lubbock,Lubbock,Lubbock County,48303,TX,Texas,33.6102,-101.8205,311509
231,McHenry,McHenry,McHenry County,17111,IL,Illinois,42.3244,-88.4523,311133
232,Cumberland,Cumberland,Cumberland County,23005,ME,Maine,43.8466,-70.3996,303357
233,Gloucester,Gloucester,Gloucester County,34015,NJ,New Jersey,39.7173,-75.1414,302621
234,Greene,Greene,Greene County,29077,MO,Missouri,37.2581,-93.342,299188
235,St. Louis,St. Louis,St. Louis City,29510,MO,Missouri,38.6358,-90.2451,298018
236,Dutchess,Dutchess,Dutchess County,36027,NY,New York,41.7652,-73.7429,296467
237,Clayton,Clayton,Clayton County,13063,GA,Georgia,33.542,-84.3576,296312
238,Chatham,Chatham,Chatham County,13051,GA,Georgia,32.0043,-81.1329,296266
239,Ottawa,Ottawa,Ottawa County,26139,MI,Michigan,42.9599,-85.996,296183
240,Lexington,Lexington,Lexington County,45063,SC,South Carolina,33.9023,-81.2722,295934
241,Cleveland,Cleveland,Cleveland County,40027,OK,Oklahoma,35.2031,-97.3265,295060
242,Thurston,Thurston,Thurston County,53067,WA,Washington,46.9256,-122.8333,294272
243,Leon,Leon,Leon County,12073,FL,Florida,30.458,-84.2779,294128
245,Benton,Benton,Benton County,5007,AR,Arkansas,36.3387,-94.2561,286528
246,Dauphin,Dauphin,Dauphin County,42043,PA,Pennsylvania,40.4155,-76.7794,286108
247,Winnebago,Winnebago,Winnebago County,17201,IL,Illinois,42.3363,-89.1609,284591
248,York,York,York County,45091,SC,South Carolina,34.9748,-81.1845,282987
249,Ingham,Ingham,Ingham County,26065,MI,Michigan,42.5971,-84.3735,282540
250,Merced,Merced,Merced County,6047,CA,California,37.1919,-120.7177,282290
251,San Luis Obispo,San Luis Obispo,San Luis Obispo County,6079,CA,California,35.3871,-120.4043,281712
252,Southeastern Connecticut,Southeastern Connecticut,Southeastern Connecticut Planning Region,9180,CT,Connecticut,41.5023,-72.1,280293
253,Alachua,Alachua,Alachua County,12001,FL,Florida,29.6747,-82.3577,279729
254,St. Johns,St. Johns,St. Johns County,12109,FL,Florida,29.9016,-81.4407,278722
255,Kitsap,Kitsap,Kitsap County,53035,WA,Washington,47.6127,-122.6762,275411
256,Atlantic,Atlantic,Atlantic County,34001,NJ,New Jersey,39.4778,-74.6613,274339
257,Frederick,Frederick,Frederick County,24021,MD,Maryland,39.4722,-77.398,273829
258,St. Joseph,St. Joseph,St. Joseph County,18141,IN,Indiana,41.6166,-86.2899,272388
259,Erie,Erie,Erie County,42049,PA,Pennsylvania,41.9925,-80.0327,270495
260,Buncombe,Buncombe,Buncombe County,37021,NC,North Carolina,35.6112,-82.5301,269449
261,Washington,Washington,Washington County,27163,MN,Minnesota,45.0388,-92.8838,268651
262,Santa Cruz,Santa Cruz,Santa Cruz County,6087,CA,California,37.0562,-122.0018,268571
263,Cherokee,Cherokee,Cherokee County,13057,GA,Georgia,34.244,-84.4762,268567
264,Brown,Brown,Brown County,55009,WI,Wisconsin,44.4525,-88.0037,268393
265,Webb,Webb,Webb County,48479,TX,Texas,27.7611,-99.3315,267282
266,St. Tammany,St. Tammany,St. Tammany Parish,22103,LA,Louisiana,30.4103,-89.9584,266168
267,Madison,Madison,Madison County,17119,IL,Illinois,38.8297,-89.9049,265512
268,Weber,Weber,Weber County,49057,UT,Utah,41.2698,-111.9134,262960
269,Kalamazoo,Kalamazoo,Kalamazoo County,26077,MI,Michigan,42.2455,-85.5312,261426
270,Cumberland,Cumberland,Cumberland County,42041,PA,Pennsylvania,40.1636,-77.2655,261269
271,McLennan,McLennan,McLennan County,48309,TX,Texas,31.5524,-97.2018,261090
272,Harford,Harford,Harford County,24025,MD,Maryland,39.5611,-76.3171,261059
273,Marin,Marin,Marin County,6041,CA,California,38.0735,-122.7236,260485
274,St. Clair,St. Clair,St. Clair County,17163,IL,Illinois,38.4703,-89.9284,256791
275,Yakima,Yakima,Yakima County,53077,WA,Washington,46.4571,-120.7385,256143
276,Jefferson,Jefferson,Jefferson County,48245,TX,Texas,29.8841,-94.1629,254942
277,Forsyth,Forsyth,Forsyth County,13117,GA,Georgia,34.2255,-84.1251,253225
278,Clay,Clay,Clay County,29047,MO,Missouri,39.3105,-94.4209,253085
279,Chesapeake,Chesapeake,Chesapeake City,51550,VA,Virginia,36.6778,-76.3023,249377
280,Williamson,Williamson,Williamson County,47187,TN,Tennessee,35.8938,-86.8986,248897
281,Washington,Washington,Washington County,5143,AR,Arkansas,35.9791,-94.2156,247331
282,Hays,Hays,Hays County,48209,TX,Texas,30.0579,-98.0312,245351
283,Warren,Warren,Warren County,39165,OH,Ohio,39.4277,-84.1668,243189
284,Lafayette,Lafayette,Lafayette Parish,22055,LA,Louisiana,30.2068,-92.0639,243175
285,Henry,Henry,Henry County,13151,GA,Georgia,33.453,-84.1542,240853
286,Sussex,Sussex,Sussex County,10005,DE,Delaware,38.6606,-75.39,240668
287,Union,Union,Union County,37179,NC,North Carolina,34.9884,-80.5307,240109
288,Yavapai,Yavapai,Yavapai County,4025,AZ,Arizona,34.5998,-112.5537,237830
289,Norfolk,Norfolk,Norfolk City,51710,VA,Virginia,36.8947,-76.257,236973
290,Saratoga,Saratoga,Saratoga County,36091,NY,New York,43.1074,-73.8639,236328
291,Caddo,Caddo,Caddo Parish,22017,LA,Louisiana,32.5806,-93.8823,236259
292,Arlington,Arlington,Arlington County,51013,VA,Virginia,38.8786,-77.1011,235845
293,Canyon,Canyon,Canyon County,16027,ID,Idaho,43.6251,-116.7093,235006
294,Smith,Smith,Smith County,48423,TX,Texas,32.375,-95.2692,234667
295,Brazos,Brazos,Brazos County,48041,TX,Texas,30.6608,-96.3024,234548
296,Baldwin,Baldwin,Baldwin County,1003,AL,Alabama,30.7277,-87.7226,233420
297,Lake,Lake,Lake County,39085,OH,Ohio,41.6963,-81.2372,232236
298,Tuscaloosa,Tuscaloosa,Tuscaloosa County,1125,AL,Alabama,33.2896,-87.5251,231558
299,Berkeley,Berkeley,Berkeley County,45015,SC,South Carolina,33.1973,-79.9522,231419
300,Oneida,Oneida,Oneida County,36065,NY,New York,43.2418,-75.4358,231055
301,Barnstable,Barnstable,Barnstable County,25001,MA,Massachusetts,41.7244,-70.2903,229436
302,Linn,Linn,Linn County,19113,IA,Iowa,42.079,-91.599,229308
303,Gaston,Gaston,Gaston County,37071,NC,North Carolina,35.2944,-81.1803,228972
304,New Hanover,New Hanover,New Hanover County,37129,NC,North Carolina,34.2329,-77.8848,228134
305,Montgomery,Montgomery,Montgomery County,1101,AL,Alabama,32.2203,-86.2076,228132
306,Mahoning,Mahoning,Mahoning County,39099,OH,Ohio,41.0146,-80.7763,227979
307,Richmond,Richmond,Richmond City,51760,VA,Virginia,37.5294,-77.4756,227171
308,Jefferson,Jefferson,Jefferson County,29099,MO,Missouri,38.261,-90.5377,226984
309,Hinds,Hinds,Hinds County,28049,MS,Mississippi,32.2667,-90.4429,226541
310,Whatcom,Whatcom,Whatcom County,53073,WA,Washington,48.8259,-121.7199,226523
311,Cabarrus,Cabarrus,Cabarrus County,37025,NC,North Carolina,35.3868,-80.5519,226396
312,Shelby,Shelby,Shelby County,1117,AL,Alabama,33.2643,-86.6607,223916
313,Jackson,Jackson,Jackson County,41029,OR,Oregon,42.4322,-122.7285,222604
314,Montgomery,Montgomery,Montgomery County,47125,TN,Tennessee,36.4969,-87.3828,222305
315,Doña Ana,Dona Ana,Doña Ana County,35013,NM,New Mexico,32.3526,-106.8328,219870
316,Clay,Clay,Clay County,12019,FL,Florida,29.9831,-81.8579,219650
317,Johnston,Johnston,Johnston County,37101,NC,North Carolina,35.5178,-78.3657,219042
318,Yolo,Yolo,Yolo County,6113,CA,California,38.6866,-121.9011,217141
